66.249.70.111 - - [04/Feb/2022:00:00:57 +0000] "GET /subscribe/ HTTP/1.1" 304 5393 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
208.115.199.23 - - [04/Feb/2022:00:01:00 +0000] "HEAD / HTTP/1.1" 200 5513 "https://www.ai-news.lmu.de/" "Mozilla/5.0+(compatible; UptimeRobot/2.0; http://www.uptimerobot.com/)"
8.29.198.26 - - [04/Feb/2022:00:01:33 +0000] "GET /feed.xml HTTP/1.1" 200 9428 "-" "Feedly/1.0 (+http://www.feedly.com/fetcher.html; 2 subscribers; like FeedFetcher-Google)"
68.183.157.237 - - [04/Feb/2022:00:01:45 +0000] "GET /feed.xml HTTP/1.1" 200 9379 "-" "Mozilla/5.0 (feeder.co; Intel Mac OS X 10_13_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36"
208.115.199.23 - - [04/Feb/2022:00:06:00 +0000] "HEAD / HTTP/1.1" 200 5513 "https://www.ai-news.lmu.de/" "Mozilla/5.0+(compatible; UptimeRobot/2.0; http://www.uptimerobot.com/)"
95.115.77.9 - - [04/Feb/2022:00:10:19 +0000] "GET /newsletter/1 HTTP/1.1" 301 5850 "https://t.co/" "Mozilla/5.0 (Linux; Android 8.0.0; SAMSUNG SM-G930F) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/16.0 Chrome/92.0.4515.166 Mobile Safari/537.36"
208.115.199.23 - - [04/Feb/2022:00:11:00 +0000] "HEAD / HTTP/1.1" 200 5513 "https://www.ai-news.lmu.de/" "Mozilla/5.0+(compatible; UptimeRobot/2.0; http://www.uptimerobot.com/)"
208.115.199.23 - - [04/Feb/2022:00:16:00 +0000] "HEAD / HTTP/1.1" 200 5513 "https://www.ai-news.lmu.de/" "Mozilla/5.0+(compatible; UptimeRobot/2.0; http://www.uptimerobot.com/)"
149.12.6.130 - - [04/Feb/2022:00:17:15 +0000] "GET /newsletter/1 HTTP/1.1" 301 5850 "https://t.co/" "Mozilla/5.0 (Linux; Android 9; SAMSUNG SM-G950F) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/16.0 Chrome/92.0.4515.166 Mobile Safari/537.36"
149.12.6.130 - - [04/Feb/2022:00:17:35 +0000] "-" 408 5204 "-" "-"
193.56.29.27 - - [04/Feb/2022:00:18:34 +0000] "GET /.env HTTP/1.1" 404 5635 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
208.115.199.23 - - [04/Feb/2022:00:21:00 +0000] "HEAD / HTTP/1.1" 200 5513 "https://www.ai-news.lmu.de/" "Mozilla/5.0+(compatible; UptimeRobot/2.0; http://www.uptimerobot.com/)"
208.115.199.23 - - [04/Feb/2022:00:26:00 +0000] "HEAD / HTTP/1.1" 200 5513 "https://www.ai-news.lmu.de/" "Mozilla/5.0+(compatible; UptimeRobot/2.0; http://www.uptimerobot.com/)"
208.115.199.23 - - [04/Feb/2022:00:31:00 +0000] "HEAD / HTTP/1.1" 200 5513 "https://www.ai-news.lmu.de/" "Mozilla/5.0+(compatible; UptimeRobot/2.0; http://www.uptimerobot.com/)"
141.40.252.102 - - [04/Feb/2022:00:33:08 +0000] "GET /feed.xml HTTP/1.1" 304 5408 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Thunderbird/91.5.1"
208.115.199.23 - - [04/Feb/2022:00:36:00 +0000] "HEAD / HTTP/1.1" 200 5513 "https://www.ai-news.lmu.de/" "Mozilla/5.0+(compatible; UptimeRobot/2.0; http://www.uptimerobot.com/)"
208.115.199.23 - - [04/Feb/2022:00:41:00 +0000] "HEAD / HTTP/1.1" 200 5513 "https://www.ai-news.lmu.de/" "Mozilla/5.0+(compatible; UptimeRobot/2.0; http://www.uptimerobot.com/)"
208.115.199.23 - - [04/Feb/2022:00:46:00 +0000] "HEAD / HTTP/1.1" 200 5513 "https://www.ai-news.lmu.de/" "Mozilla/5.0+(compatible; UptimeRobot/2.0; http://www.uptimerobot.com/)"
208.115.199.23 - - [04/Feb/2022:00:51:00 +0000] "HEAD / HTTP/1.1" 200 5513 "https://www.ai-news.lmu.de/" "Mozilla/5.0+(compatible; UptimeRobot/2.0; http://www.uptimerobot.com/)"
208.115.199.23 - - [04/Feb/2022:00:56:00 +0000] "HEAD / HTTP/1.1" 200 5513 "https://www.ai-news.lmu.de/" "Mozilla/5.0+(compatible; UptimeRobot/2.0; http://www.uptimerobot.com/)"
208.115.199.23 - - [04/Feb/2022:01:01:00 +0000] "HEAD / HTTP/1.1" 200 5513 "https://www.ai-news.lmu.de/" "Mozilla/5.0+(compatible; UptimeRobot/2.0; http://www.uptimerobot.com/)"
208.115.199.23 - - [04/Feb/2022:01:06:00 +0000] "HEAD / HTTP/1.1" 200 5513 "https://www.ai-news.lmu.de/" "Mozilla/5.0+(compatible; UptimeRobot/2.0; http://www.uptimerobot.com/)"
208.115.199.23 - - [04/Feb/2022:01:11:00 +0000] "HEAD / HTTP/1.1" 200 5513 "https://www.ai-news.lmu.de/" "Mozilla/5.0+(compatible; UptimeRobot/2.0; http://www.uptimerobot.com/)"
208.115.199.23 - - [04/Feb/2022:01:16:00 +0000] "HEAD / HTTP/1.1" 200 5513 "https://www.ai-news.lmu.de/" "Mozilla/5.0+(compatible; UptimeRobot/2.0; http://www.uptimerobot.com/)"
208.115.199.23 - - [04/Feb/2022:01:21:00 +0000] "HEAD / HTTP/1.1" 200 5513 "https://www.ai-news.lmu.de/" "Mozilla/5.0+(compatible; UptimeRobot/2.0; http://www.uptimerobot.com/)"
208.115.199.23 - - [04/Feb/2022:01:26:00 +0000] "HEAD / HTTP/1.1" 200 5513 "https://www.ai-news.lmu.de/" "Mozilla/5.0+(compatible; UptimeRobot/2.0; http://www.uptimerobot.com/)"
208.115.199.23 - - [04/Feb/2022:01:31:00 +0000] "HEAD / HTTP/1.1" 200 5513 "https://www.ai-news.lmu.de/" "Mozilla/5.0+(compatible; UptimeRobot/2.0; http://www.uptimerobot.com/)"
208.115.199.23 - - [04/Feb/2022:01:36:00 +0000] "HEAD / HTTP/1.1" 200 5513 "https://www.ai-news.lmu.de/" "Mozilla/5.0+(compatible; UptimeRobot/2.0; http://www.uptimerobot.com/)"
208.115.199.23 - - [04/Feb/2022:01:41:00 +0000] "HEAD / HTTP/1.1" 200 5513 "https://www.ai-news.lmu.de/" "Mozilla/5.0+(compatible; UptimeRobot/2.0; http://www.uptimerobot.com/)"
208.115.199.23 - - [04/Feb/2022:01:46:00 +0000] "HEAD / HTTP/1.1" 200 5513 "https://www.ai-news.lmu.de/" "Mozilla/5.0+(compatible; UptimeRobot/2.0; http://www.uptimerobot.com/)"
208.115.199.23 - - [04/Feb/2022:01:51:00 +0000] "HEAD / HTTP/1.1" 200 5513 "https://www.ai-news.lmu.de/" "Mozilla/5.0+(compatible; UptimeRobot/2.0; http://www.uptimerobot.com/)"
